number,Q1,Q3,Q6.1,Q6.2,Q6.3,Q6.4,Q6.5,Q6.6,Q6.7,Q8.1,Q8.2,Q8.3,Q18.1,Q18.2,Q18.3,Q18.4,Q18.6,Q18.7,Q18.8,Q18.9,Q18.10,Q18.11,Q20,Q21,Q24,Q28,Q29,Q30,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,Unnamed: 247,Unnamed: 248,Unnamed: 249,Unnamed: 250,Unnamed: 251,Unnamed: 252,Unnamed: 253,Unnamed: 254,Unnamed: 255,Unnamed: 256,Unnamed: 257,Unnamed: 258,Unnamed: 259,Unnamed: 260,Unnamed: 261,Unnamed: 262,Unnamed: 263,Unnamed: 264,Unnamed: 265,Unnamed: 266,Unnamed: 267,Unnamed: 268,Unnamed: 269,Unnamed: 270,Unnamed: 271,Unnamed: 272,Unnamed: 273,Unnamed: 274,Unnamed: 275,Unnamed: 276,Unnamed: 277,Unnamed: 278,Unnamed: 279,Unnamed: 280,Unnamed: 281,Unnamed: 282,Unnamed: 283,Unnamed: 284,Unnamed: 285,Unnamed: 286,Unnamed: 287,Unnamed: 288,Unnamed: 289,Unnamed: 290,Unnamed: 291,Unnamed: 292,Unnamed: 293,Unnamed: 294,Unnamed: 295,Unnamed: 296,Unnamed: 297,Unnamed: 298,Unnamed: 299,Unnamed: 300,Unnamed: 301,Unnamed: 302,Unnamed: 303,Unnamed: 304,Unnamed: 305,Unnamed: 306,Unnamed: 307,Unnamed: 308,Unnamed: 309,Unnamed: 310,Unnamed: 311,Unnamed: 312,Unnamed: 313,Unnamed: 314,Unnamed: 315,Unnamed: 316,Unnamed: 317,Unnamed: 318,Unnamed: 319,Unnamed: 320,Unnamed: 321,Unnamed: 322,Unnamed: 323,Unnamed: 324,Unnamed: 325,Unnamed: 326,Unnamed: 327,Q11,Q2,Q9,Q7,Q5,Q13,Q14,Q10b,Q4,Q15,Q25,Q26,Q12,Q10a
68077fa5d4dcc4d3e48507bf,1.0,4.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,3.0,1.0,22.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35;36;37;38;39;40;41;42,2;4;5,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1;2;3,5;7;11,,,25;26;27;28;29;30;31;32;33;34,3;8;9,1;2,2;3;10,1;2;9,1;2;3;4;5;6;7;8;9;10;11;12;13;14,15;16;17;18;19;20;21;22;23;24
68077fa5f4389602556e4b56,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,23.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36;39;41,3;4,1;2;3;4;5;6;7,1;2;3,,,36;41,25;30,3,1;2,1;11;29,,,15;17;18
68077fb8f4389602556e4b7a,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,1.0,30.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,6,1;2,1,3;5;10,25,,25,5,2,10;11;13,4;14;21,,15;19;20
68077fcf5587b8b4e3728009,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,19.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,2,4,1,,,,28,11,1;2,13,,4,15
68077fd45587b8b4e3728013,1.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,,,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,24.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,1;5,1;9,1,,44,,99,1;5;6,1,10;27;30,,,15
68077ff573f071092720d2ed,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,2.0,1.0,33.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,6,4,2,,46,,28,4;5,2,13,,,15
68077ff5d4dcc4d3e4850848,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,24.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,1;2;4,1,1,,,,27,5;97,1;2,1;10;30,27,1,19
68078000d4dcc4d3e485085f,2.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,4.0,,,,4.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,1.0,43.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,5,99,4,1;8,,,30,1;9,2,10;25;26,1;3,,99
68078010d4dcc4d3e485087b,2.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,2.0,1.0,38.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,1;4;5,1;3,1;2,,31;34,,31;34,2;3;10,1,2;4;10,,,15
680780145587b8b4e3728088,1.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,,,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,1.0,30.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35;37;39;41;42,1;3;4,1;2,1,,,35;37;42,29;34,5;7;9,1,10;29;30,6;9;10,,16;22;24
68078014d4dcc4d3e4850887,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,1.0,21.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,1;4;5,8,1,,28,,28,3,1;2,4;10;29,2;9,,17;21
6807801a73f071092720d330,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,26.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,1;4;5,1;7,1,5;11;13,,,99,1;8;9,1,10;29,,,15;19;21
6807801af4389602556e4c3e,2.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,19.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,2;5,1;6;7;8;14,1;2,,19,,26;33,3;5;7,1;2,2;11;15,2;9;16,,19;21
6807802bd4dcc4d3e48508ae,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,30.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35;36;37;38;39;40;41;42,1;2;4,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1;2;3,,,35;36;37;38;39;40;41;42,25;26;27;28;29;30;31;32;33;34,1;3;4,1;2,2;10;13,2;9;14,,15;16;17;18;19;20;21;22;23;24
6807804b5587b8b4e37280ff,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,35.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,2;4;5,1;4;7,1,,15,,31,2;5;8,2,10,9,,15;21
68078050d4dcc4d3e48508f5,1.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,1.0,31.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35;36;37;38;39;41;42,1;2;3,1;2;5;11,1;2;3,,,,26;27;30;31;32;33,4;10;11,2,14;21;23,14;18;21,1;5;11,18;20;21;22;23;24
6807806ef4389602556e4ce5,1.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,,4.0,,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,33.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,1,14,2,5;7,,,99,8,2,17;27,,,99
68078075f4389602556e4cef,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,22.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,3,1;3;4;6;7,1,,19,,27,5;9,2,4;10;12,,,19
6807808ed4dcc4d3e485096b,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,18.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,1;2;3,1;2;3;4;6;8,1;2;3,,26;28,,26;28,3;6;9,2,10;13;29,,,15;16;17;18;19;20;21;24
68078090f4389602556e4d1c,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,21.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,1;2;3,9,1,,33,,33,1;5;8,3,4;23,,,20
680780a173f071092720d407,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,24.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,1,1;2;3;4;8;9,1,2;6,15;16;21,,25;26,3;5,2,1;10;25,,,15;16;21
680780b773f071092720d436,2.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,18.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,2;4,8,1,11,21,,28,3,1,,2,,21
680780d573f071092720d478,1.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,,4.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,1.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,2;4,2;3,1;3,6;9,,,26,2;5,1,2;9;13,2;14;16,99,19
680780d7d4dcc4d3e48509eb,1.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,,,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,2.0,25.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35;40,1;2;5,2;5;8;10;11;12;14,1,,33;34,,28;33;34,1;5;6,1;2,5;8;10,2;16,,17;18;19;20
680780e55587b8b4e372822a,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,20.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,2;4;5,1;7;8,1;2;3,,21,,26,5;6;7,1,2;10;29,2;9;26,,21
68078124d4dcc4d3e4850a77,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,6.0,4.0,4.0,2.0,2.0,20.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,1;5,9,1,6,,,99,1;5;6,1,30,,9,99
6807812673f071092720d501,1.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,22.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,5,7,1,5;6;9,,,99,5,1,29,2,7,19
6807813cd4dcc4d3e4850a9f,1.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,,,4.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,2.0,1.0,24.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,4;5,1;3;4;5;6;7,1,,34,,34,8;9,1,2,,,15;16;17;19;21
68078179f4389602556e4ebb,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,20.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,2;4,8,1,,,,26;27,3,2,1;10,,8,15;18;19;21
6807819d5587b8b4e3728357,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,22.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37;40,1;2;4,8;12,1;2;3,,26,,26;28;29,1;3;7,1;2,13;20;26,2,,15;17;21
680781b5f4389602556e4f2d,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,31.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,2;4;5,1;2,1;2,,31,,31,3;7;9,2,1;10,,,15;20
680781dc73f071092720d64b,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,22.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35;36;37;38;39;40;41;42,3,1;3;4;9,1,,15,,25;27;28;29;30;31;32;33;34,1;7;8,1;2,10;13;23,,,15
680781e6d4dcc4d3e4850bde,1.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,1.0,22.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37;38;39;41,2;4;5,1;2;3;4;6;8;9;10,1;2,,,,25;27;30;31;33,1;2;3,1;2,3;21;26,9;11;16,1;2;4;6;8;9;10,16;17;18;19;21;22
680781f3d4dcc4d3e4850bf7,1.0,4.0,3.0,2.0,1.0,2.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,1.0,3.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,1.0,38.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,1;2;5,2;7;8,1;2;3,6;7;8,46,,30,1;3;5,1,7;10,3;9;26,,18;19
680781f65587b8b4e37283fd,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,4.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,31.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,2,8;14,2,11,,,34,2;3,1,3,3,8;14,15
68078202f4389602556e4fba,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,30.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35;36,5,12,4,5;6;9,,,25,2;5,1,3,3,12,18
680782095587b8b4e3728423,1.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,,4.0,,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,1.0,23.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35;39;40;41,1;2;3,1;2;6;7,2,5,,,25;27;28,8;9,2,1;26;29,14;18,1;6;7,15;19;20;21
6807822973f071092720d6d3,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,30.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,2;4;5,1;7,1,,15;19,,27,5;9;11,2,1;10,,,15;18;19
68078231f4389602556e500e,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,27.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,1;2;3,1;2;3;4;6;7;8;10,1;2;3,,34,,34,3;4;11,1;2,2,2;4;14,,17;18;20;21
68078235d4dcc4d3e4850c6f,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,18.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,1;3;4,8,1,,,,99,1;5,1,2,,,21
6807823b73f071092720d6f2,1.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,,,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,5.0,5.0,3.0,1.0,28.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,2;5,1,1,,30,,30,3;10,2,10,13,,15
680782735587b8b4e37284d3,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,19.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,3;4;5,8,1;2;3,,,36,25,8;9;11,1;2,2;10;13,14;26,,16;21
68078273f4389602556e5084,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,21.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35;36;39;40;42,1;2;5,1;7;8,1;2,,15;16;18;19;21,,31;34,2;3;5,1,2;10;20,2;9;22,,15;16;18;19;21
